"default","n_collect","credit_ratio","interest","initial_list_status","recover","coll_fee","out_prncp","total_cc","term","fees_rec","total_acc","employment","amount","monthly_payment","funded","status","v1","int_rec","reason","last_payment","pymnt_rec","quality","out_prncp_inv","violations","del","inc","prin_rec","credit_bal","ncc","req"
0,0,74.3,12.39,"b",0,0,5458.18,2732.11," 3 yrs",0,17,"< 1",7450,248.84,7450,"unchecked",29.03,740.29,"cc",248.84,2732.11,"q3",5458.18,0,0,32000,1991.82,5872,6,0
0,0,68.7,15.22,"a",0,0,0,30454.8472705," 5 yrs",0,39,"10+",24000,573.74,24000,"checked",19.3,6454.85,"renovation",17263.52,30454.85,"q3",0,0,0,135000,24000,15117,9,2
0,0,0.5,9.32,"a",0,0,0,5318.98," 3 yrs",29.8873168899,32,"10+",5000,159.74,5000,"unchecked",0.36,289.1,"other",115.06,5053.02,"q1",0,0,3,50004,5000,49,10,2
0,0,55.2,15.41,"b",0,0,11735.7,438.95," 3 yrs",0,27,"10+",12000,418.4,12000,"partial",16.98,174.65,"other",449.22,438.95,"q4",11735.7,0,1,55000,264.3,8119,14,0
0,0,58.8,8.18,"b",0,0,10806.91,1497.25," 3 yrs",0,21,"4",12000,377.04,12000,"unchecked",27.32,304.16,"cc",377.04,1497.25,"q2",10806.91,0,0,77000,1193.09,20629,11,0
1,0,71.8,18.54,"a",0,0,16511.93,3695.94," 5 yrs",0,18,"< 1",18075,464.32,18075,"partial",15.44,2132.87,"debt",464.32,3695.94,"q5",16511.93,0,0,52000,1563.07,18528,10,0
0,0,61.5,7.89,"b",0,0,9622.88,1715.93," 3 yrs",0,15,"4",11000,344.15,11000,"partial",23.59,338.81,"debt",344.15,1715.93,"q1",9622.88,2,0,45000,1377.12,9477,7,0
0,0,41.1,15.8,"a",0,0,505.75,3260.26," 3 yrs",0,10,"3",3000,105.18,3000,"checked",10.93,766.01,"debt",105.18,3260.26,"q3",505.75,0,0,85000,2494.25,18692,6,1
1,0,57.1,12.12,"a",940.45,9.4045,0,6928.06," 3 yrs",0,31,"9",20000,665.44,20000,"checked",30.29,1645.09,"debt",665.44,6841.51,"q2",0,0,0,50000,4342.52,31193,11,0
0,0,79,16.29,"a",0,0,2026.34,13076.4," 3 yrs",0,42,"3",11950,421.84,11950,"partial",10.4,3152.74,"debt",421.84,13076.4,"q3",2026.34,0,0,185000,9923.66,10750,21,0
0,0,31.1,6.62,"b",0,0,0,9295.82," 3 yrs",0,32,"10+",9000,276.34,9000,"partial",19.95,295.82,"cc",7914.12,9295.82,"q1",0,0,0,75000,9000,11827,8,0
1,0,66,7.49,"b",0,0,7896.26,3754.17," 3 yrs",0,37,"10+",11000,342.12,11000,"unchecked",7.01,650.43,"debt",342.12,3754.17,"q1",7896.26,0,1,79658,3103.74,10487,16,1
0,0,51,12.99,"b",0,0,4727.92,6468.4," 3 yrs",0,11,"10+",9600,323.42,9600,"partial",14.77,1596.32,"debt",323.42,6468.4,"q3",4727.92,1,2,23000,4872.08,5911,6,0
1,0,52.9,9.67,"a",0,0,0,9762.24," 3 yrs",0,35,"10+",19000,610.14,19000,"unchecked",22.29,1990.72,"cc",610.14,9749.39,"q2",0,0,0,57000,7771.52,9102,9,1
1,0,42.7,15.61,"b",0,0,13191.83,5069.36," 5 yrs",0,47,"< 1",15000,361.67,15000,"unchecked",25.16,3261.19,"debt",272,5069.36,"q4",13191.83,0,0,55000,1808.17,12055,16,2
1,0,85,12.99,"b",0,0,0,2564.97," 3 yrs",0,10,"5",8500,286.36,8500,"partial",23.49,738.16,"debt",286.36,2564.97,"q3",0,0,0,45000,1826.81,5783,8,1
0,0,36.1,12.99,"a",0,0,17293.27,11465.16," 5 yrs",0,32,"10+",24000,545.96,24000,"checked",23.3,4758.43,"debt",545.96,11465.16,"q2",17293.27,0,0,75000,6706.73,20803,16,0
1,0,63.2,16.29,"b",0,0,4161.78,13341.27," 3 yrs",0,17,"NA",14000,494.21,14000,"checked",26.54,3503.05,"cc",494.21,13341.27,"q3",4161.78,0,0,48205.2,9838.22,5561,7,2
0,0,49.4,24.99,"b",0,0,11575.52,310.19," 5 yrs",0,15,"NA",11675,342.61,11675,"checked",30.91,210.71,"debt",342.61,310.19,"q6",11575.52,0,0,33000,99.48,3751,9,1
0,0,76.2,13.06,"a",0,0,0,24325.28," 3 yrs",0,27,"3",20400,687.95,20400,"partial",10.38,3925.27,"debt",4470.14,24027.11,"q3",0,0,0,117000,20400.01,16841,15,0
1,0,80.9,15.8,"a",709.96,7.0996000011,0,5812.12," 3 yrs",0,36,"10+",8575,300.63,8575,"checked",34.41,1557.34,"debt",300.63,5812.12,"q3",0,0,0,54500,3544.82,5180,15,1
0,0,63.8,12.99,"b",0,0,25845.38,7463.54," 5 yrs",0,35,"4",30000,682.44,30000,"checked",12.24,3308.92,"debt",682.44,7463.54,"q3",25845.38,0,2,286000,4154.62,50571,15,0
0,0,59.6,17.14,"b",0,0,9681.49,3015.79," 5 yrs",0,16,"5",11075,276.08,11075,"partial",19.25,1622.28,"debt",276.08,3015.79,"q4",9681.49,0,0,45000,1393.51,2205,7,0
0,0,69.7,11.49,"a",0,0,0,21306.0719523," 3 yrs",0,15,"10+",18000,593.49,18000,"checked",17.01,3306.07,"transport",2927.08,21276.5,"q2",0,0,0,69900,18000,21594,7,0
1,0,66.1,16.99,"a",2878.83,518.189400001,0,9488.01," 5 yrs",0,30,"< 1",19000,472.1,19000,"partial",18.66,3508.96,"debt",1888.4,9488.01,"q4",0,0,0,67600,3100.22,11230,13,3
0,0,37,10.99,"a",0,0,10723.16,9427.52," 3 yrs",0,22,"10+",18000,589.22,18000,"unchecked",6.69,2150.68,"debt",589.22,9427.52,"q2",10723.16,1,0,68000,7276.84,8288,12,1
0,0,33.1,12.59,"b",0,0,15000,0," 3 yrs",0,18,"10+",15000,502.46,15000,"unchecked",26.75,0,"debt",0,0,"q3",15000,0,0,40000,0,14764,8,0
0,0,94.2,12.39,"a",0,0,1696.25,962.89," 3 yrs",0,8,"10+",2400,80.17,2400,"unchecked",20.33,259.14,"holiday",80.17,962.89,"q3",1696.25,3,0,36000,703.75,4990,4,0
1,0,89.6,24.08,"a",0,0,0,5531.85," 5 yrs",0,20,"10+",19200,553.24,19200,"partial",24.48,3692.35,"debt",553.24,5531.85,"q6",0,0,0,80000,1839.5,23913,12,1
0,0,7.2,6.89,"b",0,0,9856.14,2584.92," 3 yrs",0,37,"1",12000,369.93,12000,"unchecked",30.1,441.06,"renovation",369.93,2584.92,"q1",9856.14,0,1,143000,2143.86,311,14,0
0,0,71.7,10.99,"a",0,0,0,15775.072079," 3 yrs",0,30,"NA",15000,491.01,15000,"partial",8.99,775.07,"cc",13320.02,15775.07,"q2",0,0,0,80000,15000,11478,9,2
0,0,58,11.53,"b",0,0,12097.93,3949.27," 3 yrs",0,20,"9",15000,494.86,15000,"unchecked",27.1,1047.2,"renovation",494.86,3922.94,"q2",12017.27,0,0,50000,2902.07,9109,10,3
0,0,51.4,14.65,"a",0,0,32102.97,5712.46," 5 yrs",0,24,"9",35000,826.24,35000,"checked",20.92,2815.43,"debt",826.24,5712.46,"q3",32102.97,0,0,85000,2897.03,18827,11,0
0,0,21.8,10.64,"b",0,0,1659.7,53.36," 3 yrs",0,18,"NA",1700,55.37,1700,"partial",22.18,13.06,"other",55.37,53.36,"q2",1659.7,0,0,33974.64,40.3,2528,11,0
0,0,86.5,13.18,"b",0,0,20000,0," 3 yrs",0,15,"10+",20000,675.62,20000,"partial",11.3,0,"cc",0,0,"q3",20000,0,0,98000,0,25691,7,0
0,0,56.7,8.18,"a",0,0,6654.38,433.52," 3 yrs",0,28,"10+",7000,219.94,7000,"checked",15.73,87.9,"moving",219.94,433.52,"q2",6654.38,0,0,74500,345.62,12594,17,0
1,0,71.4,19.99,"a",0,0,12728.45,3367.54," 5 yrs",33.61,25,"10+",14050,372.17,14050,"unchecked",35.58,2012.38,"debt",372.17,3367.54,"q5",12728.45,0,0,74000,1321.55,23695,8,0
0,0,74.3,6.62,"a",0,0,0,11051.4732384," 3 yrs",0,27,"10+",10000,307.04,10000,"partial",15.23,1051.47,"debt",319.71,11023.86,"q1",0,0,0,59000,10000,19810,6,1
0,0,19.8,16.2,"a",0,0,5175.63,5275.4," 5 yrs",0,43,"8",8000,195.4,8000,"partial",7.8,2451.03,"other",195.4,5275.4,"q3",5175.63,0,0,112000,2824.37,2039,10,2
0,0,52.9,11.53,"a",0,0,0,11004.23," 3 yrs",0,18,"2",11000,362.9,11000,"partial",7.05,4.23,"transport",11011.28,11004.23,"q2",0,0,0,68000,11000,5023,3,0
1,0,56.7,20.99,"b",0,0,9567.25,4672.92," 5 yrs",60.2,11,"4",11125,300.91,11125,"partial",22.87,3054.97,"debt",1062,4672.92,"q5",9567.25,0,0,36000,1557.75,8054,8,1
1,0,34,14.33,"a",739.26,7.3926,0,7258.08," 3 yrs",0,49,"4",10000,343.39,10000,"unchecked",27.34,1777.4,"debt",343.39,7258.08,"q3",0,0,0,60000,4741.42,3125,24,3
0,0,18.3,7.89,"b",0,0,5583.93,1748.93," 3 yrs",0,33,"< 1",7000,219,7000,"unchecked",21.88,332.86,"cc",219,1748.93,"q1",5583.93,1,1,48000,1416.07,6656,17,0
1,0,52.9,11.55,"a",640.28,6.4027999964,0,2616.56," 3 yrs",0,24,"< 1",6000,198,6000,"unchecked",8.56,514.15,"debt",198,2616.56,"q2",0,0,2,53000,1462.13,8406,10,0
0,0,74.4,18.84,"b",0,0,25596.79,5761.73," 5 yrs",0,38,"< 1",28000,723.88,28000,"partial",36.62,3358.52,"debt",723.88,5761.73,"q5",25596.79,0,0,75000,2403.21,23942,20,0
0,0,58.2,16.29,"b",0,0,0,27922.49," 5 yrs",0,81,"4",24000,587.34,24000,"partial",28.13,3922.49,"other",20896.13,27922.49,"q4",0,0,8,80000,24000,4192,21,1
1,0,40.7,12.69,"b",0,0,10802.46,2160.66," 5 yrs",0,39,"10+",12000,271.14,12000,"partial",9.75,963.12,"cc",271.14,2160.66,"q3",10802.46,0,0,80000,1197.54,8801,10,0
1,0,42.5,13.11,"a",921.24,8.69,0,2053.54," 3 yrs",0,8,"5",16800,566.95,16800,"partial",2.57,362.38,"boat",566.95,2053.54,"q2",0,0,0,78000,769.92,8194,6,2
0,0,51,8.38,"b",0,0,5650,0," 3 yrs",0,33,"2",5650,178.05,5650,"unchecked",21.6,0,"debt",0,0,"q2",5650,0,0,50000,0,5661,23,1
0,0,83.5,20.2,"a",0,0,19481.21,20901.66," 5 yrs",0,19,"10+",29100,774.22,29100,"checked",22.42,11282.87,"debt",774.22,20865.74,"q4",19447.73,0,0,65400,9618.79,31315,11,0
1,0,81.8,19.72,"b",3226.03,32.2603,0,11443.63," 5 yrs",0,38,"1",26000,684.8,26000,"partial",17.84,4832,"debt",684.8,11443.63,"q4",0,0,0,107000,3385.6,8262,12,0
0,0,80.4,11.99,"b",0,0,0,9177.77," 3 yrs",0,19,"7",9000,298.89,9000,"unchecked",2.61,177.77,"cc",8878.88,9177.77,"q2",0,1,0,72000,9000,4822,7,1
0,0,92.2,11.14,"a",0,0,590.42,3762.62," 3 yrs",0,13,"3",3700,121.38,3700,"checked",14.07,653.04,"boat",121.38,3762.62,"q2",590.42,0,0,40000,3109.58,24244,4,1
0,0,28.8,10.36,"a",0,0,0,14011.33," 3 yrs",0,20,"10+",12000,389.24,12000,"unchecked",5.51,2011.33,"renovation",400.47,14011.33,"q2",0,0,0,110004,12000,15259,6,0
0,1,25.9,18.54,"b",0,0,19738.89,6327.7," 5 yrs",0,19,"2",22475,577.35,22475,"partial",7.55,3591.59,"debt",577.35,6327.7,"q5",19738.89,0,4,45000,2736.11,2412,10,0
1,0,88.7,18.25,"b",0,0,10917.88,7327.2," 5 yrs",0,15,"8",14350,366.36,14350,"partial",21.23,3895.08,"debt",366.36,7327.2,"q4",10917.88,0,0,48000,3432.12,7450,10,0
1,0,93.5,23.43,"a",0,0,0,1080.66," 5 yrs",0,18,"10+",19000,540.33,19000,"checked",18.26,738.64,"debt",540.33,1080.66,"q6",0,0,0,46740,342.02,16077,8,0
1,0,23,18.3,"a",161.62,1.76,0,5155.84," 3 yrs",0,8,"2",6000,217.82,6000,"checked",3.73,1556.02,"debt",217.82,4724.87,"q6",0,0,0,26400,3438.2,2024,6,8
0,0,78.8,24.89,"a",0,0,17712.79,29916.71," 5 yrs",0,23,"6",30000,878.61,30000,"checked",22.56,17629.5,"debt",878.61,29916.71,"q7",17712.79,0,1,102000,12287.21,18752,11,3
0,0,84.6,15.61,"a",0,0,26072.96,4026.44," 5 yrs",0,31,"10+",28000,675.12,28000,"unchecked",35.87,2099.4,"debt",675.12,4012.06,"q4",25979.84,0,0,83400,1927.04,23849,19,0
1,0,71.8,12.12,"a",2168.98,390.4164,0,10152.9," 3 yrs",0,34,"10+",15000,499.08,15000,"checked",25.06,1981.83,"debt",499.08,10152.9,"q2",0,0,0,50000,6002.09,14787,11,0
0,0,14,13.18,"b",0,0,5724.92,396.59," 3 yrs",0,24,"8",6000,202.69,6000,"partial",23.25,121.51,"other",202.69,396.59,"q3",5724.92,1,0,45000,275.08,2182,14,2
0,0,42.1,11.53,"b",0,0,5994.01,1376.67," 3 yrs",0,47,"6",7000,230.94,7000,"unchecked",8.94,370.68,"debt",230.94,1376.67,"q2",5994.01,0,2,47000,1005.99,2191,18,0
0,0,59.3,13.99,"b",0,0,5513.61,2147.45," 3 yrs",0,36,"4",7000,239.21,7000,"partial",8.78,661.06,"debt",239.21,2147.45,"q3",5513.61,0,1,213000,1486.39,13873,15,2
0,0,33.8,11.99,"b",0,0,0,20286.54," 5 yrs",0,49,"2",18000,400.31,18000,"unchecked",20.85,2286.54,"debt",15485.58,20286.54,"q2",0,0,0,75000,18000,11398,14,2
1,0,76.6,9.67,"a",0,0,5909.66,5138.08," 3 yrs",0,30,"2",10000,321.13,10000,"unchecked",11.77,1047.74,"debt",321.13,5138.08,"q2",5909.66,0,4,130000,4090.34,26357,15,0
0,1,49.4,12.49,"a",0,0,3767.76,5724.81," 3 yrs",0,43,"NA",8150,272.61,8150,"checked",21,1342.57,"debt",272.61,5724.81,"q2",3767.76,0,0,71000,4382.24,12702,13,0
1,0,67.5,17.57,"b",0,0,0,3758.78," 3 yrs",0,7,"8",15000,539.06,15000,"partial",30.96,1422.08,"moving",539.06,3758.78,"q4",0,0,0,40000,2336.7,6077,7,0
0,0,51,12.05,"b",0,0,4468.88,156.65," 3 yrs",0,10,"5",4575,152.07,4575,"unchecked",21.12,50.53,"debt",162.78,156.65,"q3",4468.88,1,0,35000,106.12,4027,9,0
0,0,70.5,14.65,"b",0,0,7273.66,1090.82," 3 yrs",0,11,"9",8000,275.96,8000,"checked",27.19,364.48,"cc",275.96,1090.82,"q3",7273.66,0,0,35000,726.34,9728,9,1
1,0,76.2,12.39,"b",0,0,0,1851.21," 3 yrs",0,23,"4",14000,467.62,14000,"partial",33.32,538.78,"debt",467.62,1851.21,"q3",0,0,0,55000,1312.43,15627,9,0
1,0,92.8,15.27,"a",249.61,2.4961,0,3312.01," 3 yrs",0,24,"10+",4000,139.2,4000,"unchecked",9.48,836.83,"debt",139.2,3312.01,"q3",0,1,0,63700,2225.57,12345,13,2
1,0,82.5,16.99,"b",0,0,0,1441.16," 5 yrs",0,50,"NA",14500,360.29,14500,"checked",31.08,807.89,"debt",360.29,1441.16,"q4",0,0,0,43400,633.27,17567,16,0
0,0,69.6,11.14,"a",0,0,0,2125.72313724," 3 yrs",0,23,"2",1800,59.05,1800,"unchecked",17.18,325.72,"boat",59.14,2125.72,"q2",0,0,0,60000,1800,13708,11,1
0,0,71.4,7.12,"a",0,0,6980.54,5939.04," 3 yrs",0,26,"10+",12000,371.19,12000,"unchecked",22.32,919.58,"debt",371.19,5939.04,"q1",6980.54,0,0,75000,5019.46,24840,13,0
0,0,38.5,8.18,"a",0,0,3980.44,400.44," 3 yrs",0,39,"4",4300,135.11,4300,"partial",20.24,80.88,"cc",135.11,400.44,"q2",3980.44,0,0,53000,319.56,9635,15,2
0,0,63.3,18.75,"a",0,0,0,32767.4," 3 yrs",0,25,"5",29375,1073.07,29375,"checked",33.88,3392.4,"boat",25263.32,32767.4,"q4",0,0,0,73300.2,29375,10943,13,1
1,0,39.8,11.67,"a",0,0,3653.5,1811.71," 3 yrs",0,12,"< 1",5000,165.29,5000,"unchecked",10.68,465.21,"other",165.29,1811.71,"q2",3653.5,1,0,60000,1346.5,3102,7,1
0,0,59.9,17.77,"b",0,0,0,25739.27," 5 yrs",0,44,"6",24000,606.45,24000,"checked",22.51,1739.27,"debt",23313.47,25739.27,"q4",0,0,0,95000,24000,16122,13,2
0,0,87.9,24.08,"a",0,0,962.54,942.72," 3 yrs",0,18,"NA",1500,58.92,1500,"checked",31.1,405.26,"debt",58.92,942.72,"q6",962.54,0,0,24000,537.46,14592,9,2
0,0,60.3,13.11,"a",0,0,0,12134.8245817," 3 yrs",31.87,31,"< 1",10000,337.47,10000,"partial",14.99,2102.95,"debt",1989.91,12134.82,"q2",0,0,0,94000,10000,6869,19,0
0,0,73.5,18.25,"a",0,0,0,29779.9475352," 5 yrs",0,16,"< 1",20125,513.79,20125,"partial",19.79,9654.95,"renovation",8225.25,29779.95,"q4",0,0,0,56402,20125,16254,9,2
0,0,20.3,6.62,"a",0,0,7053.55,10316.46," 3 yrs",0,41,"NA",16000,491.26,16000,"checked",12.85,1370.01,"cc",491.26,10316.46,"q1",7053.55,0,1,78000,8946.45,15492,15,3
0,0,18.5,21,"a",0,0,0,26895.0624993," 5 yrs",0,42,"2",18000,486.97,18000,"partial",17.09,8895.06,"cc",10343.97,26895.06,"q5",0,0,1,120000,18000,1927,13,1
0,0,8,14.48,"b",0,0,4888.27,168.04," 3 yrs",0,9,"3",5000,172.06,5000,"partial",5.78,56.31,"cc",172.06,168.04,"q3",4888.27,0,0,32000,111.73,682,7,4
1,1,73.6,16.99,"b",0,0,10419.43,6167.68," 3 yrs",0,52,"< 1",14450,515.11,14450,"partial",11.45,2137.11,"debt",515.11,6167.68,"q4",10419.43,0,0,114000,4030.57,12286,17,1
1,0,74.4,22.47,"b",1644.07,16.440700003,0,4654.5," 3 yrs",14.9804658597,13,"2",13000,499.65,13000,"checked",16.28,1400.22,"business",1013.61,4654.5,"q5",0,0,0,37000,1595.23,15928,9,3
0,0,15.6,7.89,"b",0,0,7412.12,1973.03," 3 yrs",0,20,"10+",9000,281.58,9000,"partial",5.58,385.15,"renovation",281.58,1973.03,"q1",7412.12,1,0,147900,1587.88,1804,6,0
0,0,31.7,12.29,"a",0,0,0,1053.04," 3 yrs",0,35,"10+",1000,33.36,1000,"partial",12.88,53.04,"other",187,1053.04,"q3",0,1,0,105998,1000,15046,8,0
0,0,44.6,11.67,"b",0,0,0,9407.03," 3 yrs",0,19,"< 1",8500,280.99,8500,"partial",26,907.03,"debt",6316.14,9407.03,"q2",0,1,0,60000,8500,6151,8,0
1,0,25.2,21,"a",1546.29,278.3322,0,5116.78," 5 yrs",0,16,"7",12000,324.65,12000,"checked",25.71,2193.23,"debt",324.65,5116.78,"q5",0,0,0,42000,1377.26,4769,12,3
0,0,79.5,21.98,"a",0,0,6927.18,23742.12," 5 yrs",0,20,"3",20000,552.16,20000,"checked",17.72,10669.3,"debt",552.16,23712.45,"q5",6918.52,0,0,50000,13072.82,20564,12,0
1,0,32.1,7.62,"a",0,0,0,4161.92," 3 yrs",0,26,"10+",9550,297.6,9550,"unchecked",24.44,707.77,"debt",297.6,4161.92,"q1",0,0,0,47818.68,3454.15,10617,8,3
0,0,44.8,20.99,"a",0,0,0,36752.0164871," 5 yrs",0,23,"2",25000,676.2,25000,"partial",15.73,11752.02,"debt",15141.82,36752.02,"q6",0,1,1,74000,25000,4796,11,2
0,0,73.1,13.99,"a",0,0,23291.65,2543.53," 3 yrs",0,9,"< 1",25000,854.32,25000,"partial",8.17,835.18,"debt",854.32,2543.53,"q3",23291.65,0,0,1e+05,1708.35,22676,6,0
0,0,52.5,11.53,"b",0,0,18102.29,2613.62," 3 yrs",0,32,"4",20000,659.81,20000,"unchecked",17.48,715.91,"debt",659.81,2613.62,"q2",18102.29,0,1,60000,1897.71,6142,13,0
0,0,31.2,12.49,"a",0,0,8510.7,6078.74," 3 yrs",0,15,"7",13000,434.84,13000,"partial",13.9,1589.44,"debt",434.84,6078.74,"q2",8510.7,0,0,60000,4489.3,4805,12,1
0,0,59.1,17.57,"b",0,0,20768.72,3940.81," 5 yrs",0,12,"10+",22500,566.11,22500,"partial",10.99,2209.53,"debt",566.11,3940.81,"q4",20768.72,3,0,45000,1731.28,12583,6,0
0,0,52,16.99,"b",0,0,17963.31,4453.67," 5 yrs",0,58,"< 1",20000,496.95,20000,"partial",23.02,2416.98,"boat",496.95,4453.67,"q4",17963.31,0,0,59000,2036.69,11022,31,0
0,0,64.6,10.16,"a",0,0,0,11640.5479982," 3 yrs",0,15,"4",10000,323.43,10000,"unchecked",22.84,1640.55,"debt",333.46,11640.55,"q2",0,0,0,56000,10000,31597,10,0
1,0,74.9,18.25,"b",0,0,0,7074.3," 3 yrs",0,30,"2",13000,471.62,13000,"checked",9.36,2498.04,"other",471.62,7074.3,"q4",0,0,1,74000,4576.26,13176,9,1
1,0,69.4,13.67,"a",181.79,1.8179000027,0,2466.73," 3 yrs",0,7,"< 1",4800,163.29,4800,"partial",5.33,647.32,"home",163.29,2466.73,"q2",0,0,0,25000,1637.62,3853,3,0
0,0,94.3,12.69,"b",0,0,23419.99,1050.72," 5 yrs",0,18,"3",24000,542.28,24000,"checked",18.89,470.71,"debt",542.28,1046.34,"q3",23322.41,0,0,107500,580.01,21784,9,0
0,1,69.4,13.99,"b",0,0,10686.59,2493.79," 5 yrs",0,18,"5",12000,279.16,12000,"partial",33.06,1180.38,"debt",279.16,2493.79,"q3",10686.59,0,2,35000,1313.41,11790,9,0
1,0,59,12.69,"b",0,0,12000,0," 5 yrs",0,23,"10+",12000,271.14,12000,"unchecked",19.63,0,"debt",0,0,"q3",12000,0,2,1e+05,0,23111,11,0
1,0,29.2,13.99,"a",0,0,0,166.99," 3 yrs",0,23,"NA",2500,85.44,2500,"partial",6.33,53.75,"cc",85.44,166.99,"q3",0,1,0,22000,113.24,3271,5,2
0,0,53.6,11.53,"a",0,0,0,16191.84," 3 yrs",0,15,"10+",15000,494.86,15000,"partial",26.8,1191.84,"renovation",12247.95,16083.89,"q2",0,1,0,60000,15000,11749,10,1
0,0,68,15.31,"a",0,0,3329.39,5744.86," 3 yrs",0,14,"3",7500,261.13,7500,"unchecked",14.76,1574.25,"debt",261.13,5744.86,"q3",3329.39,0,0,91000,4170.61,3835,10,1
0,0,50.7,16.99,"b",0,0,4936.91,4602.07," 3 yrs",0,31,"2",8000,285.19,8000,"partial",15.98,1538.98,"debt",285.19,4602.07,"q4",4936.91,1,0,67000,3063.09,11514,16,1
0,0,76.3,9.17,"b",0,0,6030.37,2562.2," 3 yrs",0,27,"10+",8050,256.63,8050,"partial",27.99,542.57,"cc",256.63,2562.2,"q2",6030.37,0,0,55000,2019.63,17920,11,1
0,0,47.3,24.5,"a",0,0,0,16316.46," 5 yrs",0,42,"10+",15000,435.89,15000,"checked",23.78,1316.46,"cc",15029.21,16316.46,"q6",0,0,0,70000,15000,16133,18,4
0,0,82.4,13.33,"b",0,0,0,17631.28," 5 yrs",0,12,"10+",16000,366.76,16000,"unchecked",20.54,1631.28,"cc",14709.05,17631.28,"q3",0,0,0,62000,16000,21499,9,0
0,0,82.6,20.31,"a",0,0,0,6341.41979034," 3 yrs",0,7,"3",5000,186.61,5000,"unchecked",13.77,1341.42,"moving",2643.5,6278.01,"q4",0,0,0,42000,5000,3386,5,1
1,0,64.1,10.65,"a",273.38,2.94,0,4450.56," 3 yrs",14.9846133761,8,"< 1",8000,260.59,8000,"partial",1.88,933.29,"transport",521.18,4450.56,"q2",0,0,0,42816,3228.91,1796,5,0
0,0,4,20.99,"b",0,0,10199.49,538.34," 5 yrs",0,9,"4",10400,281.3,10400,"partial",4.31,337.83,"other",281.3,538.34,"q5",10199.49,0,0,48500,200.51,290,7,1
0,0,66.5,9.17,"a",0,0,14982.4,6365.61," 3 yrs",0,33,"10+",20000,637.58,20000,"partial",28.9,1348.01,"debt",637.58,6365.61,"q2",14982.4,0,0,76000,5017.6,49706,13,0
0,0,37.1,11.67,"b",0,0,0,21067.47," 5 yrs",0,28,"10+",19200,423.9,19200,"partial",18.31,1867.47,"debt",17264.82,21067.47,"q2",0,0,0,90000,19200,6091,7,2
0,0,3.2,9.99,"b",0,0,15029.11,6441.4," 3 yrs",0,27,"10+",20000,645.25,20000,"checked",11.47,1470.51,"other",645.25,6441.4,"q2",15029.11,0,0,1e+05,4970.89,2944,12,1
1,0,22.9,12.99,"a",0,0,0,10612.08," 3 yrs",0,18,"1",35000,1179.12,35000,"checked",10.42,3090.01,"cc",1179.12,10612.08,"q3",0,0,0,85000,7522.07,7873,10,1
0,0,22,18.49,"a",0,0,0,5407.79," 3 yrs",0,13,"4",5000,182,5000,"unchecked",8.05,407.79,"debt",526.59,5407.79,"q4",0,2,0,38000,5000,3822,8,1
0,0,76,12.12,"a",0,0,0,14135.4858373," 3 yrs",0,17,"8",12000,399.26,12000,"unchecked",9.13,2135.49,"debt",4557.25,14135.49,"q2",0,0,0,45000,12000,7905,10,0
0,1,33,13.33,"a",0,0,7069.74,1342.3," 3 yrs",0,31,"8",8000,270.83,8000,"partial",10.61,412.04,"cc",270.83,1342.3,"q3",7069.74,1,1,58000,930.26,10033,11,1
0,0,61.4,14.65,"a",0,0,29335.85,8394.13," 3 yrs",0,49,"6",35000,1207.3,35000,"checked",30.75,2729.98,"cc",1207.3,8394.13,"q3",29335.85,0,0,85000,5664.15,143979,20,1
0,0,74.5,11.67,"a",0,0,19020.29,20826," 3 yrs",0,28,"6",35000,1157,35000,"checked",20.87,4846.29,"debt",1157,20826,"q2",19020.29,0,0,89500,15979.71,27652,14,0
0,0,81.6,12.99,"b",0,0,2602.64,3200.55," 3 yrs",0,9,"6",5000,168.45,5000,"unchecked",18.52,803.19,"renovation",168.45,3200.55,"q3",2602.64,0,0,50000,2397.36,6770,9,0
0,0,11.8,6.62,"a",0,0,2400.01,8592.67," 3 yrs",0,21,"1",10000,307.04,10000,"unchecked",10.2,992.68,"debt",307.04,8592.67,"q1",2400.01,0,0,66000,7599.99,6772,8,1
0,0,43.8,10.16,"a",0,0,0,11400.7052863," 3 yrs",0,35,"10+",10000,323.43,10000,"unchecked",14.76,1400.71,"debt",4302.73,11400.71,"q2",0,0,0,37000,10000,9888,9,1
0,0,0,18.85,"b",0,0,2406.74,10608.49," 3 yrs",0,17,"1",10000,365.81,10000,"checked",13,3015.23,"other",365.81,10608.49,"q4",2406.74,0,3,36000,7593.26,0,7,0
0,0,58.2,12.12,"a",0,0,0,18885.54," 3 yrs",0,40,"10+",17450,580.6,17450,"unchecked",9.93,1435.54,"cc",14245.37,18885.54,"q2",0,0,0,66000,17450,22109,15,2
0,0,79.6,21,"a",0,0,0,11764.4785108," 3 yrs",0,10,"6",9000,339.08,9000,"unchecked",15.07,2764.48,"debt",4307.47,11764.48,"q5",0,0,0,57000,9000,9874,7,3
0,0,19.9,17.86,"b",0,0,6943.82,1716.08," 3 yrs",0,34,"8",8000,288.66,8000,"checked",29.24,659.9,"moving",288.66,1716.08,"q4",6943.82,0,0,30000,1056.18,5570,14,2
0,0,48.2,7.89,"b",0,0,22809.98,1491.2," 3 yrs",0,55,"10+",24000,750.86,24000,"partial",25.5,301.18,"debt",750.86,1491.2,"q1",22809.98,3,0,157500,1190.02,24497,22,0
